processed_text,encoded_label
@user i feel the same! i want to hear biden. but i loathe the sound of trumps voice.,1
prepping for the democrat debate tonight. 🙄 #democraticdebates http,2
"can joe biden and/or bernie sanders please be america's last boomer (adjacent) president? also, can joe biden and/or bernie sanders please be america's ... president? #votebluenomatterwho",1
@user but you are going to cut payroll tax and biden had done a reversal over the years. it's about today not yesterday. stock market don't create jobs the stock market don't put food on the table. #votebluetosaveamerica #votebymail2020 #imwithjoe,1
it makes me angry that i'm here across the globe watching this happening and seeing the connections. it's terrifying. and i can't do anything about it. all i can do is begging everyone to vote. vote trump out. please. for our future. for your future.,1
@user @user @user come on! get organized! every #trump ‘#pressconference’ (aka #campaignevent) .. &amp; every ‘#rally! .. should be followed immediately by a senior #democrat holding a news conference to #settherecordstraight! #2020election #toobigtorig,2
liberals must think the military is stupid. there has never been a president that loved and respected the military more than trump. 🇺🇸 🇺🇲 #fightback #wwg1gwa #patriotprayer #freekylerittennhouse #godwins #god #trump2020 #vetsfortrump #veterans #woundedwarriors #patriots,0
@user @user all in for biden,1
even if you destroyed our once-beautiful rose garden — it’s still our house that you cannot use for your political gains. #rnc2020,2
join us. perhaps you may be able to help solve a mystery. #demconvention http,2
joe biden has become the official democratic presidential nominee. before this point he was the presumptive democratic nominee. #demconvention,2
@user @user how are you researching votes that haven't been cast yet? #fuckcreepyjoe #trump2020,0
what kind of government wants to spend 2billion building an unnecessary new #fbi bldg during a pandemic instead of pay #unemployment checks for $600. give up? a government run by #superrich #gop members who want to keep u down. if you like this - support #trump. it will continue.,1
@user full of lies! #dnc no one wants a hussein third term!,0
"hey resisters, starting over again hopefully a lot of you will remember me ........any help would be appreciated ... i hate trump like its my full time job !!!! #vivatheresistance #ridenwithbiden #votebluetosaveamerica",1
fuck donald trump. fuck you fuck you fuck you,1
@user @user @user @user 🤣🤣🤣 you better pack your bags. it’s gonna be a loooooong 4 more years for you snowflakes. #trump2020 #4moreyears http,0
red wave coming #redwave2020 #trump2020 http,0
@user no i think the debacle of 2016 was the worst and most corrupt election it was interfered by russia and you’re trying to do it again this year that’s why you don’t want paper votes because you can’t get into machines. we’re not stupid! no voter suppression #votebluetosaveamerica,1
"#demdebate ffs. ""would you appoint a woman as your vp running mate?"" yes, let's include the women as a strategic asset, you know, rather than the person most qualified",2
@user @user elizabeth warren brought a 10 blade to the stage tonight! she is amazing! #debatenight #debate #warren #warren2020 #democrats2020 #democraticdebate #senatorwarren @user #votethemallout2020 #votebluetosaveamerica #votebluetoendthisnightmare #votebluetostoprussiasgop,1
"@user @user let me try to imagine this: ""and besides...um...i don't know...the thing is...listen...i mean...for over a hundred years...why is it that...um...that was a joke...i got hairy legs...here's the thing...you, you know the thing."" #biden2020 http",2
@user #joebiden you know your suffering from #dementia that's why you can't spell or talk you just slur .👇 welcome to your new and approved mental ward .👇 http,0
"@user if you and president trump were playing chess.... yesterday’s executive orders would be check. nov 3, 2020, checkmate! then... next 4 years are all going to be like the 2 minute warning in this game... @user winning! ❤️🇺🇸❤️🇺🇸 #trump2020 ❤️🇺🇸",2
@user @user @user i’m really embarrassed for @user ‘s comments....zero facts........zero research....100% emotion. that’s how you respond to a serious issue? go vote for your sleepy joe. #trump2020,0
@user @user @user following the rnc directive to gaslight using china again today. #lyinghypocrite #votebluetosaveamerica,2
"@user hey, how's your son @user doing? @user is going to do a drop during your rnc kick off tonight. i would venture to say you are not having a very good day today. @user #gop #gopconvention2020 #trumpchaos #trump",2
@user @user do you think he wears silk underpants? #votebluenomatterwho,1
"3/ so why did this happen? easy- #trumpisanidiot and #trumpisacompletefailure . this should be a lesson to #america . @user can't be trusted to actually lead, let alone be a ""wartime president"". he can't be trusted with our country, so #votebluetosaveamerica !",1
"not gonna lie: i dig me some sen. warren. a woman with words, all the plans, and a mouth?!!! her, please. #dnc2020",2
@user says the two folks who called each other out as unfit to be president. #joebidenkamalaharris2020 #joebiden,2
@user @user democrats just want defund the police and to leave the cities under control of vandals and criminals. #blm #trump #trump2020 #maga #kag2020 #fourmoreyears #maga2020,0
@user @user aren't most if not all political commentators biased? #presidentialdebate2020 #debate #debates2020 #debatetuesday #byerudy chris wallace #walkaway #demexit #blexit #kag #maga2020,2
mementos of my years of campaigning for the democrats. regret every minute spent. #walkaway #bidenriots #trump2020 http,0
"@user @user @user i think realistically you’re right. and it should be on the national or state down ballots, it’ll indeed increase voter turnout, young or older voters. #2020elections",2
"biden acceptance speech at dnc: 24.6 million viewers trump acceptance speech at rnc: 21.6 million viewers. to trump, ""ratings"" are everything. he lost. he will lose again in november when we the people vote him out. #votebluetosaveamerica http",1
